#_	_
button.back	Back
kin.tooltip.monsterstrength	Monster Strength
kin.tooltip.playerstrength	Player Strength
kin.tooltip.loottheroom	Draw a face down card from the Door deck.
kin.tooltip.lookfortrouble	Play a monster from your hand and fight it.
kin.tooltip.aimood.neutral	Neutral
kin.tooltip.aimood.hostile	Hostile!
kin.tooltip.aimood.veryhostile	Very Hostile!!
kin.tooltip.aimood.friendly	Friendly
kin.tooltip.aimood.veryfriendly	Very Friendly
kin.tooltip.ability.halfling	<b>Halfling:</b><br>If you fail your initial Run Away roll, you may discard a card and try once more.
kin.tooltip.ability.resurrection	<b>Resurrection:</b><br>When it is time for you to draw cards face-up, you may instead take some or all from the top of the appropriate <i>discard</i> pile.<br>You must then discard one card from your hand for each card so drawn.
kin.tooltip.ability.turning	<b>Turning:</b><br>You may discard up to three cards in combat against an Undead creature. Each discard gives you a +3 bonus.
kin.tooltip.ability.backstabbing	<b>Backstabbing:</b><br>You may discard a card to backstab another player (-2 in combat). You may do this only once per victim per combat, but if two players are fighting a monster together, you may backstab each of them.
kin.tooltip.ability.theft	<b>Theft:</b><br>You may discard a card to try to steal a small Item carried by another player. Roll a die; 4 or more succeeds. Otherwise, you get whacked and lose a level.
kin.tooltip.ability.berserking	<b>Berserking:</b><br>You may discard up to three cards in combat; each one gives you a +1 bonus.
kin.tooltip.ability.flight	<b>Flight Spell:</b><br>You may discard up to three cards after rolling the die to Run Away; each one gives you a +1 bonus to flee.
kin.tooltip.ability.charm	<b>Charm Spell:</b><br>You may discard your whole hand (minimum three cards) to charm a single Monster instead of fighting it. Discard the Monster and take its Treasure, but don’t gain levels. If there are other monsters in the combat, fight them normally.
kin.tooltip.cardsinhand	Cards in Hand
tooltip.actionlog	<b>Action Log</b>
tooltip.challengeinfo	<b>Challenge Rules</b>
kin.tooltip.eotjumpinwindow	Add an additional Jump-In window at the end of each players turn.
kin.tooltip.discardpiles	View Top Card of Discard Piles
tooltip.friendslist.owned	Owns Munchkin
tooltip.friendslist.unowned	Doesn't Own Munchkin
kin.tooltip.ability.hireling1	Choose an item to carry and use, even if you could not otherwise. If you lose your Hireling, the Item goes, too.
kin.tooltip.ability.hireling2	Discard your Hireling for an automatic escape from any monster.
kin.tooltip.heldbyhireling	Held by Hireling
kin.tooltip.playedusingcheat	Played by using Cheat!
log.actionlog	Action Log
log.start.game	Game Begins
log.turn.start	[name]'s Turn
log.turn.start.your	Your Turn
log.kick.door.result	[name] Kicks Open The Door, revealing [card].
log.look.for.trouble	[name] Looks For Trouble.
log.loot.room	[name] Loots The Room.
log.cursed.door	[name] is Cursed by [card].
log.combat.start	[name] enters combat with [card].
log.ask.help	[name] asks [playerlist] for help.
log.accept.help	[name] joins [name2] in combat.
log.win.combat	[name] has defeated the [cardlist].
log.win.combat.with.help	[name] and [name2] have defeated the [cardlist].
log.lose.combat	[name] has lost their combat and must Run Away.
log.lose.combat.with.help	[name] and [name2] have lost their combat and must Run Away.
log.discard.monster	[name] discards [card] from combat.
log.play.card.generic	[name] plays [card].
log.monster.enhancer.bonus.strength	[name] plays [card] to [card2], giving it [X] strength.
log.monster.enhancer.add.treasure	[card] increases [card2]'s rewards by [X].
log.monster.enhancer.lose.treasure	[card] reduces [card2]'s rewards by [X].
log.play.card.carried	[name] carries [card].
log.play.card.equipped	[name] equips [card].
log.levelup	[name] levels up to Level [X2].
log.lose.levels	[name] loses [X] levels, becoming Level [X2].
log.draw	[name] draws [X] [deck] cards.
log.face.up.draw	[name] draws [cardlist].
log.draw.doors	[name] draws [X] Door cards.
log.draw.treasures	[name] draws [X] Treasure cards.
log.shuffle.deck	The [deck]'s discard pile is reshuffled to create a new deck.
log.die.roll	[name] rolls a [X].
log.run.away.success	[name] escapes [card].
log.run.away.fail	[name] fails to escape [card] and suffers Bad Stuff.
log.charity.give	[name] gives [name2] [X] [deck] cards for Charity.
log.trade.items	[name] trades their [cardlist] for [name2]'s [cardlist2].
log.sell.items	[name] sells [cardlist].
log.badstuff.death.1	[name] dies.
log.badstuff.death.2	[name] loots [card] from [name2]'s body.
log.badstuff.death.3	[name] discards their remaining cards.
log.badstuff.hippogriff.infront	[name] takes [card] from [name2].
log.badstuff.hippogriff.fromhand	[name] takes a Treasure card from [name2]'s hand.
log.badstuff.king.tut	[name] loses all their Items and discards their hand.
log.badstuff.wight.brothers	[name] is reduced to level 1.
log.badstuff.unspeakable.horror	[name] loses their Wizard powers, discarding their Wizard card.
log.badstuff.insurance.salesman	[name] discards [cardlist].
log.badstuff.bigfoot	[name] loses their Headgear, [card].
log.tongue.demon.kiss	[name] discards [card].
log.wannabe.vampire.oogabooga	[name] shouts ooga booga, discarding the Wannabe Vampire.
log.badstuff.net.troll	[name] is the highest level and takes [card] from [name2].
log.amazon.friend	Amazon refuses to fight [name].
log.badstuff.amazon.class	[name] loses their Class, [cardlist].
log.badstuff.amazon.noclass	[name] had no Class, so loses 3 levels.
log.badstuff.ghoulfiends	[name] becomes Level [X].
log.badstuff.face.sucker.gear	[name] discards their Headgear [card] and 1 level.
log.lawyer.thief.courtesy	[name] discards 2 Treasures and the Lawyers.
log.badstuff.lawyer	[name] draws a [deck] card from [name2]'s hand.
log.badstuff.platycore.discard	[name] chose to discard their hand to Platycore's Bad Stuff.
log.badstuff.platycore.lose2	[name] chose to lose 2 levels to Platycore's Bad Stuff.
log.badstuff.pukachu	[name] discards their hand.
log.badstuff.shrieking.geek	[name] loses their Race [cardlist] and Class [cardlist2].
log.badstuff.leperchaun	[name] chooses [card] for [name2] to discard.
log.badstuff.snails.on.speed	[name] discards [X] Items or cards from their hand.
log.badstuff.gelatinous.octahedron	[name] discards all their Big Items: [cardlist].
log.pit.bull.give.stick	[name] discards [card] to escape Pit Bull.
log.badstuff.crabs	[name] discards [cardlist].
log.badstuff.drooling.slime.gear	[name] discards their Footgear.
log.badstuff.drooling.slime.nogear	[name] had no Footgear, so loses 1 level.
log.curse.effect.change.class	[name] is Cursed to become a [card].
log.curse.effect.lose class	[name] is Cursed to discard their [cardlist] Class.
log.curse.effect.change.race	[name] is Cursed to become a [card].
log.curse.effect.lose.race	[name] is Cursed to discard their [cardlist] Race.
log.curse.effect.change.sex	[name] is Cursed to become [sex], and will suffer a -5 penalty in their next combat.
log.curse.effect.chicken.head	[name] has a chicken on their head and will suffer a -1 penalty to all die rolls.
log.curse.remove.chicken.head	[name] has lost their Headgear, removing the Cursed chicken from their head.
log.curse.effect.doom.duck	[name] is Cursed to lose 2 levels.
log.curse.effect.income.tax.1	[name] discards a [card] worth [X] to Income Tax.
log.curse.effect.income.tax.2	[name] discards [cardlist] to Income Tax.
log.curse.effect.lose.big	[name] is cursed to discard a Big Item [card].
log.curse.effect.lose.level	[name] is cursed to lose 1 level.
log.curse.effect.lose.small	[name] is cursed to discard a small Item [card].
log.curse.effect.lose.armor	[name] is cursed to lose their Armor [cardlist].
log.curse.effect.lose.headgear	[name] is cursed to lose their Headgear [cardlist].
log.curse.effect.lose.footgear	[name] is cursed to lose their Footgear [cardlist].
log.curse.effect.lose.2.cards	[name] steals a [deck] card from [name2]'s hand.
log.curse.effect.malign.mirror	[name] is Cursed to gain bonuses only from their Armor in their next fight.
log.curse.effect.obnoxious.curse	[name] is Cursed to discard their biggest bonus Item [card].
log.cleric.resurrect.draw	[name] uses Resurrection to draw [X] cards from the [deck] pile.
log.cleric.resurrect.discard	[name] discards [cardlist] to Resurrection.
log.cleric.turning	[name] discards [cardlist] to turn Undead, giving them +3 in combat.
log.thief.backstab	[name] discards [card] to backstab [name2], giving them -2 in combat.
log.thief.theft.success	[name] discards [card] and steals [card2] from [name2] with a roll of [X].
log.thief.theft.fail	[name] discards [card] and loses 1 level as they fail to steal an Item with a roll of [X].
log.warrior.berserking	[name] discards [cardlist] to go berserk, giving them +1 in combat.
log.wizard.flight.spell	[name] discards [cardlist] to fly, giving them +1 to Run Away.
log.wizard.charm.spell	[name] discards their hand to charm [card].
log.elf.helper	[name] is an Elf, so gains [X] level for helping win a combat.
log.halfling.double.sell	[name] uses their Halfling ability to sell [card] for [X].
log.halfling.luck	[name] discards [card] to use their Halfling luck to reroll their Run Away roll and rolls a [X].
log.sandals.protect	[name] is protected from [card] by Sandals of Protection.
log.update.race	[name]'s character sheet changes, making them a [card]!
log.update.class	[name]'s character sheet changes, making them a [card]!
log.update.sex	[name]'s character sheet changes, making them [sex]!
log.wandering.monster	[name] uses Wandering Monster to add [card] to the combat.
log.automatic.escape	[name] escapes combat automatically
log.badstuff.loseitems	[name] loses their [gearType], [cardlist] to [card].
log.cheat.used	[name] uses Cheat! to use [card].
log.divine.intervention	[name] gains 1 level from Divine Intervention.
log.doppelganger	[name] copies themself with Doppelganger, gaining +[X] strength in combat.
log.flask.of.glue	[name] plays Flask of Glue to force [name2] to reroll their Run Away roll.
log.halitosis.vs.nose	[name] plays Potion of Halitosis to instantly kill the Floating Nose.
log.help.me.out.here.steal	[name] steals [card] with Help Me Out Here!
log.hireling.equip	[name] gives their Hireling [card].
log.hireling.killed	[name] kills [name2]'s Hireling.
log.hireling.sacrifice	[name] sacrifices their Hireling to escape [card].
log.illusion	[name] replaces [card] with [card2].
log.kneepads.compel	[name] is compelled to help [name2] in combat.
log.loaded.die	[name] sets their roll to [X].
log.monster.enhancer.lose.strength	[name] plays [card] to [card2], giving it -[X] strength.
log.monster.enhancer.mate	[name] plays Mate to [card], adding an exact copy of it to the combat.
log.one.shot.bonus.monsters	[name] plays [card] to give the monsters +[X] in combat.
log.one.shot.bonus.players	[name] plays [card] to give the players +[X] in combat.
log.rat.stick.discard	[name] discards Rat on a Stick to escape [card].
log.steal.level	[name] steals 1 level from [name2].
log.tuba.bonus.treasure	[name] had a Tuba of Charm, so draws 1 Treasure for successfully escaping.
log.undead.pile.on	[name] plays the Undead monster [card] to the combat.
log.wand.of.dowsing	[name] plays Wand of Dowsing to draw [card].
log.wishing.ring	[name]'s Wishing Ring cancels [card].
log.trade.items.one.sided	[name] trades their [card] to [name2].
log.discard.generic	[name] discards [card].
log.no.combat.generic	[name] chooses not to fight [card].
log.help.reward.random	[name] agrees to help [name2] in combat for [X] random treasures.
log.help.reward.draft	[name] agrees to help [name2] in combat for draft picks [string1].
log.help.reward.cards	[name] agrees to help [name2] in combat for [cardlist].
t1.intro	Welcome to the monster-slaying, treasure-stealing, backstabbing world of Munchkin. Hold onto your seat, it’s time to dive into the dungeon.
t1.goal	You begin the game as a lowly Level 1 adventurer with no class (heh, heh). Your goal is to gear up, defeat monsters, and reach Level 10 before another player gets there first.
t1.char.build	At the start of the game, you'll get a hand of four cards from each of the Treasure and Door decks. Then, you'll get a chance to play any Class, Race, or Item cards you want to start the game with.
t1.moz.1.mobile	You can tap and hold any card in your hand to get a closer look. Let's check out that Slimy Armor.
t1.moz.1.pc	You can hover over any card in your hand to get a closer look. Let's check out that Slimy Armor.
t1.play.items	Looks disgusting, but you're never gonna make it around here if you won't lather yourself in slime for a +1 bonus!
t1.play.items.2	To wear Slimy Armor, drag it upwards and an "Equip" box will appear to place it in.
t1.total.strength	Notice that as you play these items, your combat strength increases. Combat strength is equal to your gear bonus plus your current Level.
t1.play.items2	Let's play the Buckler of Swashing to crank that number even higher. Equipment can't be played in combat, so it's worth gearing up ahead of time.
t1.end.char.creation	When you're done playing cards, click Continue to get this show on the road! (Or dark foreboding tunnel, as the case may be.)
t1.turn1	You're up first! At the start of your turn, you'll have a chance to play cards before Kicking Down the Door to the next room of the dungeon. But this time you're all geared up already, so let's get this party started!
t1.harpies	A monster appears! To defeat the Harpies in combat, your strength must be greater than its level. If you lose, you suffer Bad Stuff!
t1.tie.v1	Unfortunately, you are tied for strength: 4 to 4. But you've got a card in hand that can help! Check out this Warrior.
t1.class.v1	As you can see, Warriors win on ties! And unlike equipment, you can play a Class or Race at any time during your turn, even during combat. Go ahead and play that Warrior now.
t1.tie.v2	Normally you'd lose on a tie. But because you cleverly became a Warrior earlier, we're poised for victory!
t1.end.player.combat.phase	Click Attack to beat up that Harpy and take its stuff!
t1.gary.ponfusion	Not so fast! Gary, here. Also known as the Shrieking Geek. Before combat ends, your opponents get a chance to play cards – like this Cotion of Ponfusion I have to increase the Harpies' strength by 3!
t1.easy	It’s their first game Gary. We agreed we were going to take it easy on them, remember?
t1.gary.potion	Hey, I'm teaching a valuable lesson, here! Remember, newbie: Life sucks, and people are jerks! And hey, at least it's only a one-shot Item, so I can't do it again.
t1.jump.in	Don't worry, you get a chance to respond to Gary's nonsense. Go ahead and select Jump-In to take priority from Gary.
t1.oneshot.v1	Great! Now you can turn the table with that Freezing Explosive Potion! It's a one-shot Item, which means that unlike equipment, it can be played from your hand during combat or on your opponent's turn.
t1.oneshot.v2	Great! Now you can turn the table with that Freezing Explosive Potion in your inventory! You can open your inventory to access it, or tap its button next to your avatar.
t1.rewards	Fantastic work! Any time you defeat a monster, you gain a level! You also gain the Harpies' listed reward of 2 treasures.
t1.charity.warning	Hmm, it seems you have 6 cards in hand. If you end the turn with more than 5, you'll have to give cards to the lowest-level opponent to compensate. To avoid that, why don't you sell those two Treasures you drew – you can't use 'em anyway.
t1.sell	Each Item has a Gold Piece value in its lower left corner. During your turn when you are not in combat, you can sell 1000 Gold Pieces worth of Items to gain a level. Press the sell Items button to sell your Cloak and Hat.
t1.pass	Great, you're off to quite a start! Now it's time for Gary and I to take our turns. Press Done to pass the turn to the next player.
t1.op1.chainsaw	Can't wait to chop some monsters up with this bad boy!
t1.op1.jump.in	You can Jump In during your opponents' turns too. Gary just played that "Big" Chainsaw, so why don't you jump in and play that "Lose Big Item" Curse on him?
t1.op1.gary.annoyed	What did you do that for?!
t1.op1.retort	Life sucks and people are jerks, Gary!
t1.op1.gary.sulk	Whatever. If you weren't a dumb newb, you'd have waited until I was in combat to really get me. Curses can be played any time, ya know.
t1.op1.end.jump.in	Yeah, but it was fun to do it now! Let's see what Gary does next.
t1.kick	Your turn again. Looks to me like you're ready to Kick Open that Door!
t1.curse	Oh no, a Curse! Sometimes you will find things other than Monsters when Kicking Open the Door. If it's something like a Class or Race card you'll just draw it, but if it's a Curse, it's immediately played – on you!
t1.curse.2	You'll have to lose that Slimy Armor. On the bright side, maybe someday you'll feel clean again.
t1.trouble	If you don't encounter a monster, you get the choice to either Look For Trouble by playing a monster from your hand or Loot The Room to draw another Door card.
t1.trouble.2	Those Crabs you've got in hand should be easy to stomp, so why don't you Look for Trouble and play them?
t1.gary.comment	Ha, I can't let you win that easily! I'm going to play a Monster Enhancer to make those Crabs Intelligent. They are now level 6, but will give out an additional Treasure if defeated.
t1.help	Looks like you are short a few strength. Thankfully I'm here to help. You can press the Ask For Help button to request another player add their strength to your strength in battle.
t1.help.3	Since you're the only one who gains the level for defeating the monster, you'll usually have to bribe people to help you. I'll help you out for the low, low price of a single Treasure.
t1.offer.2	I accept the offer. Time to enjoy some crab cakes!
t1.offer.3	You won't be able to equip your Mace of Sharpness now since you are not a Cleric. But go ahead and play it to your Carry area. Perhaps you will find a use for it later.
t1.op2.fight	You've met your match, tiny dog!
t1.op2.enrage	Looks like a chance to give Gary a taste of his own medicine. Jump in and Enrage that pooch!
t1.op2.gary.grumble	Next Gary will try and Run Away by rolling a six sided die. On a roll of 5 or higher he avoids the negative effect of the monsters "Bad Stuff".
t1.op2.gary.loss	Ow, my aching everything!
t1.trade	Hmmm.... It seems we both have an Item that can only be equipped by each others' Class. Let's swap!
t1.trade.2	Any time players aren't in combat they may trade Items. Press the Trade button now to offer me a trade.
t1.trade.4	Pleasure doing business with you! You can check your gear at any time by clicking your avatar.
t1.op3.horror	*SHRIEK!* Not the Unspeakably Awful Indescribable Horror! Death becomes me!
t1.op3.death	Poor Gary. When a player dies, they lose all their stuff other than their Race, Class, Curses, and Level, and are out of the game until the following turn. On their next turn they will draw a new starting hand.
t1.op3.death.2	But first we get to loot the body, taking one of his cards. Go ahead and take anything that suits your fancy!
t1.op3.tutorial.end	Well, now that you've looted your first corpse, I think it's safe to say you're a true Munchkin! From here on out, I'll be trying to beat you, not teach you. If you have any questions, check the rulebook in the settings menu.
t1.op3.tutorial.end2	First player to level 5 wins this time (normally 10). And remember, your last level must be earned by killing a monster!
t1.op3.tutorial.end3	Oh good, I was just getting warmed up! May the best adventurer win!
t1.play.items3.demo	Munchkins may only equip one Footgear, Armor, and Headgear, and may only have 1 Item in each hand (or a single two handed Item). You may also only have one Big Item at a time.
t1.charity.warning.demo	Hmm, it seems you have 6 cards in hand. If you end the turn with more than 5, you'll have to give cards to the lowest-level opponent.
t1.sell.demo	To avoid having to give things away to Charity, you should make sure to play your cards.
t1.pass.demo	Your Pointy Hat of Power can only be equipped by a Wizard so it's not especially useful but you can drag it to your Carry area to keep it out of your hand. It won't provide any strength while there.
t1.crabs.demo	Time to enjoy some crab cakes!
kin.tutorial.leave	Leave
kin.tutorial.finish	Finish the Game!
t1.op3.tutorial.end1	Well, now that you've showed Gary who is boss, you're on your way to being a Munchkin pro! From here on out, I'll be trying to beat you, not teach you.
t2.set.1	Time for another adventure! Why don't you try thieving this time?
t2.set.2	The Thief, really? Did you go through the deck and find the card with the most text to read? What kind of tutorial is this?
t2.turn1.1	Boy, looks like you drew a bunch of useless items. But at least they are worth some gold! Let's see if we can pawn them off on someone else!
t2.turn1.2	During your turn, when you are not in combat, you can sell 1000 gold worth of items to gain a level. Head to your inventory screen and sell your Stepladder and Shield.
t2.turn1.3	So you got a level, big deal. I'd rather have a good Item.
t2.turn1.4	I do like Items. And as a Cleric, I'd really like that Mace of Sharpness you've got there. Why don't you get that into play so you can trade it to me?
t2.turn1.5	I'm carrying a Dagger that would be perfect for your Thief Class to give you in return. Drag the Mace and Dagger down to the trade areas.
t2.turn1.7	Yikes, you're going to need a hand fighting this troll. Press this Ask For Help button to bring me in and my strength will be added to your side!
t2.turn1.8	Since you're the only one who gains the level for defeating the monster, you'll usually have to bribe people to help you. I'll help you out for the low, low price of a single Treasure.
t2.turn1.9	You're lucky I don't have a monster enhancer right now -- you'd BOTH get hit with the bad stuff if you lost!
t2.turn1.enemy.1	Jump in now to put your thieving skills to work against Gary.
t2.turn1.enemy.2	Your abilities will show up here in your action area when available. Discard Bullrog with Backstab to reduce Gary's strength.
t2.turn1.enemy.3	Hmm... Gary didn't like that one bit. You can track how friendly an AI opponent is here. Players will become more or less friendly as a result of your actions towards them and act accordingly. But beware! The only person you can trust is yourself.
t2.turn1.enemy.4	*SHRIEK!* Not the Unspeakably Awful Indescribable Horror! Death becomes me!
t2.turn1.enemy.5	Poor Gary. When a player dies, they lose all their stuff other than their Race, Class, Curses, and Level, and are out of the game until the following turn. On their next turn they will draw a new starting hand.
t2.turn1.enemy.6	But first we get to loot the body, taking one of his cards. You haven't got any armor yet, so why don't you grab that Flaming Armor?
t2.turn1.enemy.7	Well, now that you've looted your first corpse, I think it's safe to say you're a true Munchkin expert! From here on out, I'll be trying to beat you to level 10, not teach you. If you have any questions, check the rulebook in the settings menu.
t2.turn1.enemy.8	Now, shall we finish this game? Or would you rather start a game from scratch in Solo Play, Challenges, or Online Play?
t2.turn1.triggered.1	Oh good, I was just getting warmed up! May the best adventurer win!
t2.turn1.triggered.2	Hey (position) isn't so bad for your first real game. You'll show us whose boss in no time!
t2.turn1.triggered.3	Incredible! A win on your very first game!?! Gary will never let me hear the end of this....
ftt.undead	You have an undead card in hand. Undead can be played during combat to join another undead.
ftt.multi.monster	You are facing two monsters. To defeat them you must have more power than their total combined strength.
t1.curse.3	Curses that you have drawn outside of Kicking Open the Door can be played on other players. Try cursing Gary with "Lose Big Item".
tutorial.prompt.complete.header	Tutorial Complete
tutorial.prompt.complete.body	What are you waiting for? There are more dungeons to raid in Local and Online play!
tutorial.title.tutorial01	Tutorial 1 - Introduction
tutorial.description.tutorial01	Learn the basics! You've got to start somewhere.
tutorial.title.tutorial02	Tutorial 2 - More Stuff!
tutorial.description.tutorial02	Learn how to get yourself out of sticky situations by Trading, Selling, and Asking for Help.
tutorial.cardanatomy.title	Title
tutorial.cardanatomy.geartype	Gear Type
tutorial.cardanatomy.goldcost	Gold Cost
tutorial.cardanatomy.cardtype	Card Type
eula.acceptterms	I agree
eula.requestupdates	Send me news
eula.title	End User License Agreement
eula.body	<b>License</b><br>By using this Dire Wolf Digital game (the “Game”) containing this software, you agree that this End User License Agreement (“Agreement”) is a legally binding and valid contract and agree to be bound by it. You agree to abide by the intellectual property laws and all of the terms and conditions of this Agreement.<br><br><uppercase>PLEASE READ THIS END USE LICENSE AGREEMENT CAREFULLY AND ENSURE YOU UNDERSTAND ALL THE FOLLOWING TERMS AND CONDITIONS BEFORE ACCESSING OR USING THE GAME SERVICES.</uppercase><br><br>Your use of the Game indicates your acceptance of this Agreement and warranty.<br><br>Subject to the terms of this Agreement, Dire Wolf Digital grants to you a limited, non-exclusive, non-transferable license, without right to sub-license, to use the Game in accordance with this Agreement and any other written Agreement with Dire Wolf Digital. Dire Wolf Digital does not transfer the title of the Game to you; the license granted to you is not a sale. This Agreement is a binding legal agreement between Dire Wolf Digital and the purchasers or users of the Game.<br><br>If you do not agree to be bound by this Agreement, remove the Game from your computer or similar device now.<br><br><b>Distribution</b><br>The Game and the license herein granted shall not be copied, shared, distributed, re-sold, offered for re-sale, transferred, or sub-licensed in whole or in part.<br><br><b>User Agreement</b><br>You shall use the Game in compliance with all applicable laws and not for any unlawful purpose. Use of the Game means that you have loaded, installed, or run the Game on a computer or similar device.<br><br>To use the online services portion of the Game, you must create an account. You may create an account only if you possess full legal capacity in your country of residence and you have not been specifically prohibited from creating an Account by Dire Wolf Digital. For purposes of this Agreement, online services indicates the means and methods for connecting to other players to engage in chat and play multiplayer games.<br><br>You shall not use, create, promote, or distribute cheats, bots, hacks or any software that exploits, changes, or automates the control, gameplay, or any other functionality of the Game.<br><br>You shall not use any process or software that collects or collates data generated or stored by the Game.<br><br>You shall not use, display or distribution of the Game together with material that is pornographic, racist, vulgar, obscene, defamatory, libelous, abusive, promoting hatred, discriminating, or displaying prejudice based on religion, ethnic heritage, race, gender, sexual orientation, or age.<br><br><b>Copyright Restriction</b><br>This Game contains copyrighted material, trade secrets, and other proprietary material. You shall not, and shall not attempt to, modify, reverse engineer, disassemble, or decompile the Game. You shall not create any derivative works or other works that are based upon or derived from the Game in whole or in part.<br><br>Dire Wolf Digital's name, logo, and graphics file that represents the Game shall not be used in any way to promote non-Dire Wolf Digital products. Dire Wolf Digital retains sole and exclusive ownership of all right, title and interest in and to the Game and all Intellectual Property rights relating thereto.<br><br>Copyright law and international copyright treaty provisions protect all parts of the Game, products, and services. No program, code, part, image, audio sample, or text may be copied or used in any way by the user except as intended within the bounds of the single user program. All rights not expressly granted hereunder are reserved for Dire Wolf Digital.<br><br><b>Limitation of Responsibility</b><br>You will indemnify, hold harmless, and defend Dire Wolf Digital, its employees, agents, and distributors against any and all claims, proceedings, demand and costs resulting from or in any way connected with your use of Dire Wolf Digital's Software.<br><br>In no event (including, without limitation, in the event of negligence) will Dire Wolf Digital, its employees, agents, or distributors be liable for any consequential, incidental, indirect, special or punitive damages whatsoever (including, without limitation, damages for loss of profits, loss of use, business interruption, loss of information or data, or pecuniary loss), in connection with or arising out of or related to this Agreement, the Game or the use or inability to use the Game or the furnishing, performance or use of any other matters hereunder whether based upon contract, tort or any other theory including negligence.<br><br><b>Warranties</b><br>Except as expressly stated in writing, Dire Wolf Digital makes no representation or warranties in respect of this software and expressly excludes all other warranties, expressed or implied, oral or written, including, without limitation, any implied warranties of merchantable quality or fitness for a particular purpose.<br><br><b>Governing Law</b><br>This Agreement shall be governed by and construed in accordance with the laws of the State of Colorado, without regard to principles of conflict of laws. Any dispute arising under this EULA shall be heard exclusively in a federal or state court sitting in the City and County of Denver, Colorado, and you hereby irrevocably agree to the non-exclusive jurisdiction of such courts. If any provision of this Agreement shall be considered unlawful, void or otherwise unenforceable, then that provision shall be deemed severable from this License and not affect the validity and enforceability of any other provisions.<br><br><b>Termination</b><br>Any failure to comply with the terms and conditions of this Agreement will result in automatic and immediate termination of this license. Upon termination of this license for any reason, you agree to immediately cease use of the Game and destroy all copies of the Game supplied under this Agreement. The financial obligations incurred by you shall survive the expiration or termination of this license.<br><br><b>Disclaimer of Warranty</b><br><uppercase>THIS SOFTWARE AND THE ACCOMPANYING FILES ARE PROVIDED AND/OR SOLD "AS IS" AND WITHOUT WARRANTIES OF ANY KIND, EXPRESS OR IMPLIED (INCLUDING, WITHOUT LIMITATION, ANY IMPLIED WARRANTY OF PERFORMANCE, MERCHANTABILITY OR FITNESS FOR A PARTICULAR PURPOSE), AND ALL SUCH WARRANTIES ARE HEREBY DISCLAIMED. THIS DISCLAIMER CONCERNS ALL FILES GENERATED AND EDITED BY THE GAME AS WELL.</uppercase><br><br>
ai.avatar.floatingnose	Nosy Ned
ai.avatar.wightbrothers	The Brothers Wight
ai.avatar.plutoniumdragon	Dr. Dragon
ai.avatar.bullrog	Fred
ai.avatar.pottedplant	Peaty Potter
ai.avatar.theshadow	The Shadow
ai.avatar.fredflametoe	Terry Flametoe
ai.avatar.largeangrychicken	Mr. Chicken
ai.avatar.mrbones	Ben Bonesly
ai.avatar.tonguedemon	Lana Longton
ai.avatar.nettroll	Ted Trollbooth
ai.avatar.carolcatsuit	Carol Catsuit
ai.avatar.slimysal	Slimy Sal
ai.avatar.harriethippietin	Harriet Hippietin
ai.avatar.sallyswording	Sally Butterknife
ai.avatar.earlyuppiedink	Earl Yuppiedink
ai.avatar.debbieaxerow	Debbie Axerow
ai.avatar.courageouscarl	Courageous Carl
ai.avatar.insurancesalesman	Sal from Sales
ai.avatar.stonedgolem	Rocky
ai.avatar.wannabeevampire	Count Wannabee
ai.avatar.pierrearrlington	Pierre Arrlington
ai.avatar.ghouliaghostly	Ghoulia Ghostly
ai.avatar.randyrulefinder	Randy Rulefinder
ai.avatar.ottoorcington	Otto Orcington
ai.avatar.mwelbybalding	Welby Balding
ai.avatar.pandolfpocus	Pandolf Pocus
ai.avatar.maulrat	Maulery Ratstuff
ai.avatar.breehornshield	Brie Hornshield
ai.avatar.sueshorterly	Sue Shorterly
ai.avatar.morwengreenfoot	Morwen Greenfoot
kin.challenge.trackmeet.name	Track Meet
kin.challenge.trackmeet.normal.description	When a player successfully Runs Away, they gain a level (can't be the winning level).
kin.challenge.trackmeet.heroic.description	When a player successfully Runs Away, they gain a level (can't be the winning level). Opponents all start with Boots of Running Really Fast.
kin.challenge.superduper.name	Super-Duper
kin.challenge.superduper.normal.description	Instead of drawing Door cards at the start of the game, you start with Super-Munchkin and two random Classes, and Half-Breed and two random Races.
kin.challenge.superduper.heroic.description	Everyone starts with Super-Munchkin and two random classes, and Half-Breed and two random races. You start without Door cards.
kin.challenge.rulesofattraction.name	Rules of Attraction
kin.challenge.rulesofattraction.normal.description	You start with the Kneepads of Allure but your opponents start at Level 3.
kin.challenge.rulesofattraction.heroic.description	Everyone starts with Kneepads of Allure. Your opponents start at level 3.
kin.challenge.babyland.name	Baby Land
kin.challenge.babyland.normal.description	All monsters are Babies (-5 strength, -1 treasure). Low level monsters in deck replaced by higher level ones.
kin.challenge.babyland.heroic.description	All monsters are Babies (-5 strength, -1 treasure). Low level monsters in deck replaced by higher level ones. You get -1 to your roll when running away from Babies.
kin.challenge.veryhelpful.name	Very Helpful
kin.challenge.veryhelpful.normal.description	You start as an Elf, but can’t refuse Ask For Help offers.
kin.challenge.veryhelpful.heroic.description	You start as an Elf, but can’t refuse Ask For Help offers. The door deck has 5 extra Face Suckers and Leprechauns in it.
kin.challenge.dicechucker.name	Dice Chucker
kin.challenge.dicechucker.normal.description	Monster levels are increased by 3. Whenever a player starts a combat on their turn they roll a die and add the number to their combat strength.
